개최일,부스 위치,자리수,대표작품,계정아이디,계정명,팔로워수,최상단트윗_알티,최상단트윗_마음,최상단트윗_노출수,최상단트윗_내용,multiple_ids
Day2,G4,2sp,왕은 웃었다,,,,,,,,
Day2,G5a,1sp,반월당의 기묘한 이야기,E_nariB,나리,108,임시메인트,3,403,,
Day2,G6,2sp,얼어붙은 플레이어의 귀환,SeojunhoSM,,0,0,0,0,,
Day2,G7,2sp,데못죽,zzzangdori,G7Letmego,1.4만,89,98,1.6만,신간 수요조사합니다.<견 내려온다!>아이소 [G7] 부스 판매예정 현장판매 조사기간: 1. 11~1. 15미리보기: http://posty.pe/ft000f수요조사폼: http://forms.gle/RtTHuSxXWhnDpmit5…,
Day2,G8,2sp,데못죽,80o0o0o08,아이소G8/스타감자,2만,141,114,1.5만,RT아이소 문큰 쁘띠존 G8데못죽 비공굿 선입금 받습니다! 2024.01.12 00:00~24.01.16 23:59https://witchform.com/deposit_form.php?idx=552049…통판X!! 아이소 현장수량입니다!,
Day2,G9,2sp,데못죽,musicismylike,(G9)music is my life...무식은 내 삶이구먼,"6,889",26,25,3.5천,아이소 부스 위치입니다///(달토끼와 G9의 만남 기쁘네요)별일없으면 내는 품목: 문큰 기다좋 포카슈뢰딩거의 품목: 문큰 회지갓름다운 품목: 민디님의 문큰 스티커 (위탁)자세한 사항은 전날에 인포 올리겟나이다...,
Day2,H1,2sp,데뷔 못 하면 죽는 병 걸림,,,,,,,,
Day2,H10,2sp,데뷔못하면죽는병걸림,controlppu,컨뿌,669,41,33,9.8천,"아이소 문큰 쁘띠존 [H10] 에서 판매될 <꿈의 궁전 ~깜짝놀랄만큼 유토피아~> 수요조사 합니다.[글, 콘티 : Letmego님 / 그림 : 컨뿌] 현장판매 ONLY / 추후 웹발행예정 / 성인본 기간 : 1 . 12 ~ 1 . 17 16:00샘플 : https://posty.pe/65jtmr",
Day2,H11,2sp,데뷔 못 하면 죽는 병 걸림 ,Lung_G_5658,아이소 H11 렁지,"2,911",15,9,1.7천,Rt) 안녕하세요 건큰 돌발본으로 또 왔습니다.아이소 수요조사폼은 포스타입안에 있습니다공지 잘 읽고 참여해주세요!기한: 1월 15일 오후 6시까지https://posty.pe/ch5g6h아이소 H11 렁지@Lung_G_5658·1월 11일건큰,
Day2,H13,2sp,데뷔 못하면 죽는 병 걸림 ,alcmoon1215,(아이소H13)달력,758,1,25,904,아이소 오시는분!멘션 암거나 하나만 달아주세요나 작년같은 아이소를 보내고 싶지 않아요,
Day2,H15,2sp,데뷔 못하면 죽는 병 걸림,machinegun100,아ㅇi소/H15잠자는조선의자존심,1.7만,200,48,2.3만,주목 RT이벤트24년 1월 21일 아이소에서 판매될 문대청려 3인 괴담 만화 합동지 <혹시 괴담 좋아하세요?> 선입금 폼입니다.24. 1. 8 00:00 ~ 24. 1 . 14 23:59A5 | 60±5p | 만화 | 무선제본 | 10000원RT 1명 추첨>책 한 권을 드립니다.#문대청려 #아이소https://witchform.com/deposit_form.php?idx=548943…,
Day2,H16,2sp,데뷔 못 하면 죽는 병 걸림,siceratscript,아이소 H16 / 오타,85,17,4,1.6천,1/21 아이소 H16 문엋 신간 회지 현장수령 선입금 폼기간: 2024.01.09(화) ~ 2024.01.14(일) 23:59폼: https://witchform.com/deposit_form/549771…미리보기: https://posty.pe/kws01g자세한 사항은 폼을 확인해 주세요,
Day2,H17,2sp,데뷔 못 하면 죽은 병에 걸림,MyLiebeLove,리베 : 아이소/H17 님이 재게시함,"1,253",352,1천,2만,23시간문엋수타면을 뽑아요,
Day2,H18,2sp,데뷔 못하면 죽는 병 걸림,sdsd_na,은도 H18 님이 재게시함,247,24,14,835,"2시간채율청려 게스트북 <영원할 노래> * 24년 1월 21일 아이소 H-18 부스에서 판매합니다(선입금 판매 x)* 통판의 경우, 행사 후 재고 발생분에 대하여 진행됩니다* 당일 해당 부스에서 율엋 엽서를 한정 무료 배포 예정입니다(게북 구매시 확정 증정)* 샘플은 순차 공개됩니다다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경",
Day2,H19,2sp,데뷔 못 하면 죽는 병 걸림,kingkami1,낑깡까미 아이소H19,"4,026",6,22,1천,키캡!!왔어요 헤헤 귀엽습니다0:35,
Day2,H2,2sp,데뷔 못하면 죽는 병 걸림,,,,,,,,
Day2,H20,2sp,데뷔 못 하면 죽는 병 걸림,,,,,,,,
Day2,H21a,1sp,데뷔 못 하면 죽는 병 걸림,nomiya37,(아이소H21a)㉡issξn,123,https://colormytree.me/2023/01HGNQ9M5MMZWV5YNPJNCD25GD…,6,587,꾸며주신분들 감사합니다 내년에도 문앟/앟른해주기에요(바지가랑이잡고눕기(아이소H21a)㉡issξn@nomiya37·2023년 12월 3일심심할때 꾸며주기 ,
Day2,H21b,1sp,데못죽,catcatnyaong,Ramy : 통판 및 아이소 H21b,156,9,13,43,떡케이크 만들었다. 존맛.,
Day2,H22,2sp,데뷔못하면죽음,hamzzu123,욧시튀김아이소 H22,"4,011",598,1.2천,2.7만,메리~ 크리스마스~!,
Day2,H23a,1sp,데뷔못하면 죽는 병 걸림,NYAN_zzell,냥젤@1아이소 H23a,206,뇨타용 계정을 하나 파는게 나을까 생각했으나 이 계정도 잘 안(못)쓰고있기 때문에 그냥 여기서 지지고 볶기고 함,블언블 자유롭게 해주세요,362,,
Day2,H23b,1sp,데뷔못하면죽는병걸림,52Rhor,H23b | 꽥,1,41분,동갑즈모아모아 ,12,,
Day2,H24,2sp,"데뷔 못 하면 죽는 병 걸림, 데못죽",juin_i7,아이소H24 집주인,1.8만,414,400,6.4만,"[RT] 01/21 아이소에 나오는 올컾책 스타빌라 신+구간 선입금 받습니다! (~2024/01/07)행사장수령 : https://witchform.com/deposit_form/544054…통판 : https://witchform.com/deposit_form/544058…+선입금 한정 판매로, 현장 판매는 여유분이 남을 경우에만 합니다.+구간 샘플은 타래로▽",
Day2,H3,2sp,데뷔못하면죽는병걸림,071831_,아이소H3) 사밀,1만,142,116,4.4만,[RT=]1/21 아이소 배세른 신간 현장수령 선입금 받습니다.기간 : 1/5 22:02 ~ 1/8 <선착특전o>★ 통판: 행사 후 남은수량만★ 현장판매: 10권★ 웹발행: 2월중자세한 내용은 윗치폼 확인해주세요.링크: 더 보기,
Day2,H4a,1sp,데뷔 못 하면 죽는 병 걸림,youki_otaku_,아이소H4a)유키,82,8,1,2.3천,"[아이소 H4a] 데못죽 배세른 글회지 최종 인포입니다. (커플링:청배, 건뵤, 큰배) 1월 9일 오후 4시까지 입금 받습니다. 현장판매O, 행사 후 재고 통판O, 웹발행X*********샘플 페이지&주의사항https://posty.pe/c9t9ra입금폼(우체국 배송O)https://witchform.com/deposit_form/540859…문의https://asked.kr/6hyp03",
Day2,H4b,1sp,데뷔 못하면 죽는 병 걸림,Byo64714159,H4b) AB,473,59,22,1만,[RT]  1/21 아이소 신간<그 늑대 마을에는 햄스터가 산다>현장수령 / 통판 선입금 폼입니다.그햄늑 외전입니다... 잘 부탁드립니다!  ><A5 / 70P↑ / R-19 / 8000원기한 : 01-05 01시 07분 ~ 01-12 00시 00분 링크: https://witchform.com/deposit_form.php?idx=546533…,
Day2,H5,2sp,데뷔 못하면 죽는 병걸림,,,,,,,,
Day2,H6,2sp,데못죽,,,,,,,,
Day2,H7,2sp,데뷔 못하면 죽는 병에 걸림,eoiX_sukboo,,0,0,0,0,,
Day2,H8,2sp,데못죽,SB_01911,아이소H8_수상한 식빵,275,보기,2,362,추구미,
Day2,I10,2sp,데못죽,_rk_sd,디페R15 팬지,"3,319",574,177,3.5만,rt 추첨 원하시는 굿즈 보내드려요!1디페 R-15비나님과 함께합니다 잘 부탁드립니다!,
Day2,I11,2sp,데못죽,,,,,,,,
Day2,I12a,1sp,데뷔 못 하면 죽는 병 걸림,eternal_mien,아르,60,1,7,1.1천,#流川楓生誕祭2024태웅이 생일 이벤트 후기 타래,
Day2,I12b,1sp,데못죽,sou__ffle,플레,113,보기,1,4,(돈 쓰고 싶어....)          O                (뇌에 힘 줘....)            o                            O                 0                   o,
Day2,I14a,1sp,데못죽,cookylove19, 피치 님이 재게시함,28,1.1만,5.3천,91만,1월 12일솔직히 지금 상태에서 한국인들 숨돌리게 해주면 누가 괴롭히는지 생각할 시간 남고 바로 혁명함실시간고통정보@Realtimepainews·1월 12일대한민국 9to6회사 전부 네시퇴근시켜도 한국사회 문제없이 돌아갈거임오히려 더 잘돌아갈걸이거 솔직히 그냥 지배성에서 기인하는 괴롭힘임돈주고 지하철에 용병은 고용하되 엘베는 죽어도 안만들어주는거같은거임,
Day2,I14b,1sp,데못죽,,,,,,,,
Day2,I15,2sp,데뷔못하면죽는병걸림,_shyan_day,샨 님이 재게시함,24,30,21,1.1천,2시간 트레카 뒷면을 공개합니다두 분의 기념적인 날을 모든 사람들이 봐주었으면 한다는 한소장님의 말씀이 있으셨습니다!두분 축하드립니다!,
Day2,I16a,1sp,데못죽,,,,,,,,
Day2,I16b,1sp,데못죽,hapbu_,(아이소 선입중) I16b 햅부 ᐕ,438,55,8,1.7천,#rt알티추첨 원하시는 굿즈 드려요~1월 아이소 선입금 폼입니다. ~ 1월 20일 00:00 엋문 웨딩온 재고와 추가 발주로 이루어져있어 일부 품목이 조기 마감될수있습니다폼 https://witchform.com/deposit_form.php?idx=549239…,
Day2,I17,2sp,데못죽,oo_sunpeach,맬 ~ 렁,157,2023년 5월 19일,ᜊ,884,,
Day2,I18,2sp,데못죽,anna_ice_cream,안나,"3,440",출처: spinspin.net,2,1.2만,::main:: 문의 : annamintice@gmail.com postype : https://a-icecream.postype.comspinspin :,
Day2,I19a,1sp,데뷔 못 하면 죽는 병 걸림,maejiun_sht,아이소 I19a ) 유크파사삭,1만,128,91,6.7천,RT)아이소  최종인포 & 선입금 현장수령 폼 입니다 기간 - 24.01.13~24.01.16 00시까지 링크-https://witchform.com/deposit_form.php?idx=552905…,
Day2,I19b,1sp,데뷔 못 하면 죽는 병 걸림,LYGW_27,령관(아이소 I19b),287,238,67,9.5천,[RT] 24년 1월 21일(일) 아이소 [데한민국 환생 기원 315일차] 선입금폼#RT 해주신 분 중 한 분을 추첨하여 굿즈 전종 보내드립니다 23.12.25. 20:00 ~ 24.01.10. 20:00링크  https://witchform.com/deposit_form.php?idx=539333…,
Day2,I1a,1sp,데뷔 못 하면 죽는 병 걸림,,,,,,,,
Day2,I1b,1sp,데못죽,sleep_very_well,고넹 님이 재게시함,24,46,38,5.1천,"23시간[RT=][1/21 아이소 K10] 최종 인포입니다!기존 굿즈 재고 소량 현장판매 예정입니다~(청려키링,근본청려포카,흑백청려포카,건우포카)이번에도 나눔 가져가요! 나눔은 타래에 달아두겠습니다아이소에서 뵈어요!!!",
Day2,I20,2sp,데뷔 못하면 죽는 병 걸림,Rapper_bean11,랩콩 / 아이소 I20,"2,929",1,22,83,Main tweet,
Day2,I21,2sp,데뷔 못 하면 죽는 병 걸림,onedogsing,배수진@토 a14/일 i21,40,샘플은 통판 폼 내부를 확인해 주세요!,6,3.1천,"못죽 청배(청우배세), 갑탐 뱅상(병찬상호) 재고 상시 통판 폼입니다. 재고가 소진될 때까지는 열려 있습니다.https://witchform.com/deposit_form.php?idx=518122…",
Day2,I2a,1sp,데뷔 못 하면 죽는 병 걸림,salmon_DHA,연어,120,#네존기_트친소 twitter.com/salmon_DHA/sta…,2,1.7천,"놀랍게도 로오히 아직 합니다 (๑´ڡ`๑)공식에서 서사 있으면 커플링 죄다 맛있게 먹고 게임 플레이 위주로 로오히 돌리고 있습니다.연어@salmon_DHA·2022년 12월 3일다원이경, 가람은지, 희서경만 등등 좋아합니다. 그러나 일단 입에 넣어주시면 어? 뭐지 이 존맛은? 하고 쩝쩝거리는 역할을 맡고 있기도 합니다 ◠‿◠b",
Day2,I2b,1sp,데뷔 못 하면 죽는 병 걸림,som_amethyst,자수정,504,7,1,1.2만,"#솜솜구함터위시 재정리뾰세딘, 냠유진 10cm, 아가몽머, 먹보라떼포리(우유 섞인친구), 폴라포리(보라보라한 친구) 그 외 그라데이션 귀여운 포리들에프렘클로젯 슈가드림 10, 20베드드림 10, 20 데이드림 10루시드드림 sp 화이트 핑크 전부자수정@som_amethyst·2023년 4월 10일남은 위시 정리..루시아, 카멜리아, 카델리아, 뾰세딘, 냠유진, 미니금문대, 솜솜콩이,쟤청려, 아가몽머, 지금 보유솜들 둥이 등.. 몽몽문머는 몇체든 무한매입합니다 (˃̣̣̣̣︿˂̣̣̣̣ )이칠님 도안 솜은 대체로 모셔오는 편옷은 현재는 마린냥, 테크웨어 화이트 이렇게 구하고 있어요더 보기",
Day2,I3,2sp,데뷔를 못하면 죽는 병 걸림 ,,,,,,,,
Day2,I4b,1sp,데뷔 못하면 죽는 병 걸림,uren__1215,아이소 i4b)유렌,"1,069",2,4,1.5만,Main Tweet스핀:https://spinspin.net/uren__1215푸슝: http://pushoong.com/ask/6133034509,
Day2,I5,2sp,데못죽,,,,,,,,
Day2,I6,2sp,데뷔 못 하면 죽는 병 걸림,not_your_cake,Taru,2,늦은 온아죽 후기. 감사합니다,8,127,,
Day2,I7,2sp,"전지적 독자 시점, 진혼기",,,,,,,,
Day2,I8,2sp,데뷔 못 하면 죽는 병 걸림,zamkkan_dod,잠깐 (디페A4 / 아이소I8),472,디페스타 A4,아이소 I8,46,"다음주 디페스타, 아이소 행사 참여합니다!",
Day2,I9a,1sp,데뷔 못하면 죽는 병 걸림 (데못죽),,,,,,,,
Day2,I9b,1sp,데뷔못하면죽는병걸림,nike35582747,니케,27,1,1,2.1천,,
Day2,J13,2sp,데뷔 못하면 죽는 병 걸림,spoonoksusu,(V7/J13) 옥수수피자,614,*자기소개표*,1,10,,
Day2,J14a,1sp,데뷔못하면 죽는 병 걸림,meinweg_,아이소/J14 𝗦𝗔𝗧𝗔𝗡𝗚,2.9만,146,158,12만,안녕하세요~! 1월 아이소에 판매할 데못죽 오프 더 레코드 2 회지 선입금 폼을 들고 왔습니다 기간은 오늘부터 이달 말일까지입니다! 관심있으신 분들은 참여부탁드려요 무사히 행사에서 뵙길 바라겠습니다,
Day2,J14b,1sp,데못죽,meinweg_,아이소/J14 𝗦𝗔𝗧𝗔𝗡𝗚,2.9만,146,158,12만,안녕하세요~! 1월 아이소에 판매할 데못죽 오프 더 레코드 2 회지 선입금 폼을 들고 왔습니다 기간은 오늘부터 이달 말일까지입니다! 관심있으신 분들은 참여부탁드려요 무사히 행사에서 뵙길 바라겠습니다,
Day2,J15,2sp,데뷔 못 하면 죽는 병 걸림,Qi8080,빌로,"2,937",제 그림은 트위터 내에서만 봐주세요~!,"타 SNS에 업로드, 인장 사용은 불가능합니다. 감사합니다",1,,
Day2,J16,2sp,데못죽,JJ8bl0tstar,,0,0,0,0,,
Day2,J17,2sp,데못죽,dbd17068597,bdb 님이 재게시함,1.9만,225,633,1만,1월 12일,
Day2,J18,2sp,데뷔 못 하면 죽는 병 걸림,moon__SH_,아이소 J18ㅅㅎ,"2,659",불편하심 저만 구독할게요,17,2.4만,저는.... 정말 언제 어떤 커플링을 탐라에 가져올지 모르기때문에 팔로는 신중히 부탁드립니다...,
Day2,J1a,1sp,데뷔 못하면 죽는 병 걸림,kyalamo,캬라ㄱ,93,1,1,1.7천,,
Day2,J1b,1sp,데뷔 못 하면 죽는 병 걸림,limja111,,0,0,0,0,,
Day2,J20,2sp,데뷔 못 하면 죽는 병 걸림,angelinwaffle,와플,"1,689",Main,3,13,,
Day2,J21,2sp,데못죽,tls1834,아이소J21) 삼사,176,이런걸로 럭키드로우를 만들어야....,6,50,,
Day2,J22,2sp,데뷔 못하면 죽는 병 걸림/데못죽,Planet_twt_,행성 아이소 J22,514,1,6,2.4천,❥ ‑‑‑‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑↳ 𝐌𝐀𝐈𝐍 ﹏﹏﹏‍ ｡˚✩‣ 탐라 우주를 떠도는 행성‣ 인스타: planet_ovo‣ Loading•••❥ ‑‑‑‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑ ‑다음 미디어는 민감한 콘텐츠를 포함할 수 있습니다. 설정 변경,
Day2,J23,2sp,데못죽,M_u_L_i_Y_a,無理,305,3,5,1만,𝑴𝒖𝑳𝒊  https://tobe.aladin.co.kr/t/muli http://muliya.modoo.at,
Day2,J24,2sp,데뷔못하면 죽는 병걸림 ,Ste_woo,,1,0,0,0,,
Day2,J3,2sp,데뷔못하면죽는병에걸림,LUKAPANG__9158,디페X3&아이소J3괴도팡,"4,366",207,659,9.6천,문대#데못죽 #Debutordie #デビュ死,
Day2,J4b,1sp,데뷔 못 하면 죽는 병 걸림,fullmoo_1,아이소폼 14일마감 풀무,"1,436",33,14,2.4천," 청우배세, 유성우의 비밀  아이소 현장수령(선결제) 폼 기간  01.13 ~ 01.14 23:59         (일요일 밤 11시 59분까지) 부스  J4b 현장판매  현장수령만 바로가기 ",
Day2,J8,2sp,데뷔 못하면 죽는 병 걸림,denebeu_star,(아이소j8) 데네브,257,21,5,4.3천,(Rt♡)2024.01.01~2024.01.06수요조사를 너무 일찍한 것 같아 다시 합니다! 1월 아이소 수요조사입니다. 앟문/큰문 성인 소설회지입니다. 윗치폼 수요조사는 성인인증이 따로없어 추가질문에 도서번호를 적어주시면 됩니다!https://witchform.com/demand_form/86180…,
Day2,J9,2sp,데뷔 못하면 죽는 병 걸림,p7i_q,콩 (아이소 J9),1.9만,49,26,8.3천,[RT]1/21 아이소 J9 부스 최종 인포우빵 님이랑 같이 운영합니다!무료 배포본은 한 권씩 가져가 주세요모든 공지는 타래로 추가됩니다 :),
Day2,K11,2sp,데뷔못하면죽는병걸림,moruk970730,MORUK,317,(해당 레몬 컵걸이 도안은 공유하지 않습니다),(저는햇빛직원아님을밝힙니다ㅋㅋㅋ)  twitter.com/marimo_jh/stat…,20,큐야 드간다.지혜@marimo_jh·8시간햇빛나비에 해당 코롯토방식 컷팅 출시되었습니다! ! 완전 귀엽습니다 최애캐로 다들 컵걸이 만들어주세요 ㅎㅎ ,
Day2,K12,2sp,데뷔 못하면 죽는 병 걸림,nya__nyam,뇸뇸 (아이소 K12),"6,361",585,86,2.2만,RT 한 분께 <산군 세트>or 2만원 상당의 기프티콘을 드립니다!<산군> 아이소&통판 선입금 폼을 들고 왔습니다 아이소 폼과 통판 폼이 달라요! 폼 안내 사항 꼼꼼히 읽어주세요아이소1/10 18:20pm~재고소진시https://witchform.com/deposit_form.php?idx=550114…통판더 보기witchform.com청려문대 <산군> 아이소 선입금 폼 | WitchForm - 우리끼리 사고파는 창작마켓우리끼리 사고파는 창작마켓,
Day2,K14,2sp,데뷔 못하면 죽는 병 걸림,Ajinnnn_315,아이소 K14 。 ̊。아진 。 ̊。,621,협력등의 문의는 디엠. 막혔다면 이쪽: https://open.kakao.com/o/s5FAcaqf,9,8.3천,‧̍̊˙˚˙ᵕ꒳ᵕ˙˚˙𝓶𝓪𝓲𝓷 𝓽𝔀𝓮𝓮𝓽˙˚˙ᵕ꒳ᵕ˙˚˙‧̍̊푸슝(사담): http://pushoong.com/3372742204?c=3,
Day2,K15,2sp,"데뷔 못하면 죽는 병 걸림, 데못죽",,,,,,,,
Day2,K16a,1sp,데뷔 못하면 죽는 병 걸림,Aiai_len,(아이소K16a) 하제 님이 재게시함,105,20,7,1.7천,1월 12일RT) 1/21 아이소에서 판매할 데못죽 청려문대 가이드버스AU 소설 재판 선입금 예약 및 통판 받습니다. (~14일 20시)샘플 : https://posty.pe/i2d0t3선입금 : https://witchform.com/formViewer/slim.php?idx=551584…통판 : https://witchform.com/formViewer/slim.php?idx=551565…,
Day2,K16b,1sp,데뷔 못하면 죽는 병 걸림,Bi_gnean,비그네안,517,1,10,1.3만,,
Day2,K18a,1sp,데뷔 못하면 죽는 병 걸림,yakki_1127,야끼 님이 재게시함,532,594,1.7천,2.9만,1월 9일#데못죽  #청려 ,
Day2,K18b,1sp,데못죽,Bpring_DorD,보메@아이소K18b,185,main,1,5.1천,,
Day2,K19a,1sp,데못죽,pandagoonS,디페-A10b/아이소-K19a)다군,"2,220",439,140,2.7만,[1월 디페/아이소/통판 폼]2024-01-05(금) 21:03 ~ 2024-01-07(일) 23:50RT 1명을 추첨하여 입체 코롯토 택1+잡지디자인 엽서3종 혹은 메롱포카 1set을 드립니다폼이 복잡하니 신중하게 선택해주세요굿즈+전연령폼 : https://witchform.com/deposit_form.php?idx=546826…성인본 회지 : https://witchform.com/payform/URRBJ5P9TE…,
Day2,K19b,1sp,데뷔못하면죽는병걸림,ouing02122319,오읭,39,더 보기,1,387,청려 위시 없어지니까 콩이 위시들이 생김....그런고로.....<<데못죽 구매>>인절미콩콩이 생카 렌티큘러 랜덤특전함마님 콩이쿠션(부피이슈로 방정리 후에 구할듯 싶습니다!!)그 외 콩이굿즈도 구해요!!(있는거는 타래로 달아둡니다!),
Day2,K1b,1sp,데뷔 못 하면 죽는 병 걸림,classscallion,,0,0,0,0,,
Day2,K22,2sp,데뷔 못하면 죽는 병 걸림,jjabssal_4ah,아이소 K22/ 짭쌀,135,1,2,156,,
Day2,K23a,1sp,데뷔못하면죽는병걸림,,,,,,,,
Day2,K23b,1sp,데뷔못하면죽는병걸림,,,,,,,,
Day2,K24a,1sp,데뷔못하면 죽는병에 걸,ram_nyang,라미토w16/일k24a,1.1만,112,92,2.8만,[RT]1월 디페/아이소에서 판매하는 [아현문대 회지]통판 예약받습니다! https://witchform.com/deposit_form.php?idx=545309…양일 참가입니다통판기한: ~1월10일까지자세한 내용은 폼 확인부탁드립니다 샘플은 이쪽입니다! https://ram-nyang.postype.com/post/15937325,
Day2,K24b,1sp,데뷔 못하면 죽는 병 걸림,,,,,,,,
Day2,K4a,1sp,데뷔 못하면 죽는 병 걸림,,,,,,,,
Day2,K4b,1sp,데뷔못하면 죽는 병 걸림,uhus2530,(K4b)빛자,"2,541",1,5,2.9천,메인트윗리퀘함http://asked.kr/araki143디자인 커미션https://posty.pe/buioj4https://kre.pe/rdJy썰타래(K4b)빛자@uhus2530·2023년 7월 31일빛자 썰 타래,
Day2,K5,2sp,데뷔 못하면 죽는 병 걸림,sachi37_artwork,사치아이소 K5,628,𝕄𝕒𝕚𝕟 𝕋𝕨𝕖𝕖𝕥,3,5.5천,,
Day2,K6,2sp,데못죽,dbu_4068,"디페A6,아이소K6)두부콩","4,699",602,212,3.2만,아이소/디페 현장수령+통판 선입금 받습니다RT해주신 1분께 원하시는 포카 1SET 보내드립니다.24.01.07 20:00 ~ 24.01.09 23:59통판폼 : https://witchform.com/deposit_form.php?idx=548029…아이소/디페 현장수령 : https://witchform.com/deposit_form.php?idx=548030… 현장이벤트는 아직 준비상태여서 추후 다시 공지 할 예정입니다.,
Day2,K8,2sp,데뷔 못하면 죽는 병 걸림 / 데못죽,jenurabbit,제뉴,249,1,1,1.5천,제뉴의 메인 트윗!,
Day2,L1,4sp,데뷔 못 하면 죽는 병 걸림,rayca01,"레이카디페A7, 아이소L1","7,961",322,95,2만,"RT1월 디페(A7), 아이소(L1) 참가합니다(with.마키시@makisi17,시에@sye51244kk)2차 예약(자세한 내용은 폼 참고)→https://witchform.com/deposit_form.php?idx=552160…전체 인포→https://posty.pe/mrhjbsRT추첨 한분 원하시는 엽서or포카 1세트 드려요#데못죽 #화산귀환 #광마회귀 #디페 #아이소",
Day2,L10,2sp,데뷔 못 하면 죽는 병 걸림,,,,,,,,
Day2,L11a,1sp,데뷔 못하면 죽는 병 걸림,0618tes_ting,L11a/팅^^,270,티스토리: https://tingtingting.tistory.com (그외 배포 및 테스타 외의 글),페잉: https://peing.net/ko/0618tes_ting,5,[메인트용]업그레이드 (ver 4),
Day2,L11b,1sp,데못죽,nooo_eezee,,15,0,0,0,,
Day2,L12,2sp,데뷔 못하면 죽는병에 걸림,1127x1215,,0,0,0,0,,
Day2,L13,2sp,,,,,,,,,
Day2,L16,4sp,데뷔 못 하면 죽는 병 걸림,D8latte,쮜아이소L16,1.6만,"수트 진차 너무 좋다,,,",1,491,,
Day2,L19,2sp,데뷔 못하면 죽는 병 걸림,mangto618,아L19)망토,152,𖡼.𖤣𖥧𓋼𓍊𐂂MAIN𖡼.𖤣𖥧𓋼𓍊 ⚘,5,4.1천,,
Day2,L2,2sp,데뷔 못하면 죽는 병 걸림,moonuuh,(디페A16/아이소L2) 문어구이サナル,"1,278",223,81,1.4만,[RT감사합니다]데못죽 테스타+청려 워터밤세트3일 21시 9분부터 통판 신청 받습니다.(기존 굿즈도 함께 구매 가능하십니다.) https://witchform.com/deposit_form/508515…RT추첨 (당발 12일)워터밤 포카세트 (1인)워터밤 엽서세트 (1인)총 2분께 보내드립니다.더 보기,
Day2,L20,2sp,데뷔 못 하면 죽는 병 걸림,Dalya_png,달야,3.1만,38,121,3.9천,새삼 문대가 팬들 사랑 듬뿍 받고 행복해진 다음에일 터지는 타이밍이 진짜사람 마음 들었다 놨다 하는 완급 조절이...,
Day2,L21,2sp,데뷔 못 하면 죽는 병 걸림,Fanso_kouzuki,아이소 L21 Kou/코우,"4,096",846,336,4.3만,RT추첨을 통해 한분께 문대른 폴라세트를 드립니다아이소 현장수령 및 통판 선입금 폼 입니다.관련 공지사항 등은 타래로 잇습니다. 현장수령 폼 12월 26일 21:00 ~ 31일 23:59 까지https://witchform.com/deposit_form/540825… 통판 폼 12월 26일 21:00 ~ 31일 23:59 까지https://witchform.com/deposit_form/540845…,
Day2,L22,2sp,데뷔 못 하면 죽는 병 걸림,Aari_S2_1004,아이소 L22) 아리,287,7,15,1.8만,,
Day2,L23,2sp,데뷔 못하면 죽는 병 걸림,Nyansu33,아이소 L 23 냐냔,2.5만,434,254,4.8만,"RT아이소 달력/ 스티커 세트 선입금 폼입니다.선입금 수량이 한정되어 있으며, 현장 판매 진행 될 예정입니다. 타 품목 엽서/ 재고/ 나눔 굿즈 등등은 현장판매로만 이루어 질 예정입니다(추후공지)기간 : 2024-01-06 18:00 ~ 2024-01-10 23:59https://witchform.com/deposit_form.php?idx=548012…",
Day2,L3a,1sp,데못죽,,,,,,,,
Day2,L3b,1sp,데뷔 못하면 죽는 병 걸림,hwiyyen,《디페A16/아이소L3b》일월광천(개의 마감) 휘옌 님이 재게시함,206,35,75,573,19분,
Day2,L4,2sp,데뷔못하면 죽는 병 걸림,,,,,,,,
Day2,L5,2sp,데뷔 못 하면 죽는 병 걸림,Jawon5112,아이소L5자원,194,29,18,2.9천,RT[윶문/윶건] 아이소 돌발본 신간 인포 《고양이 인형이 악몽을 물리쳐줄게》  구두예약 폼: https://forms.gle/SwLXFoJCQcG2Z3fP6…Sample: https://posty.pe/9rijel인형 유진이 문대(건우)를 지키려 이리 뛰고 저리 뛰는 이야기 본 회지는 구두예약 수량을 기반으로 출력될 예정입니다,
Day2,L6,2sp,데뷔 못하면 죽는 병 걸림,pooruem_DMJ,푸름,844,4,1,837,"화양연화 럭드 포토카드HAYU님, 코우님꺼 구합니다..!!!ㅠㅠㅠ제발 연락주세요오..ㅠㅠㅠㅠ푸름@pooruem_DMJ·2023년 12월 18일박문대 생일카페연 디저트 특전과 럭키드로우 포토카드 8종 다 구합니다화양연화 투명포카& 키링& 포토카드 전 종 다 구하며연, 화양연화 전프레 3일치 다 구합니다연락주세요ㅠㅠ",
Day2,L7,4sp,데뷔 못 하면 죽는 병 걸림,amibean,레이지빈(DO NOT REPOST),"8,791",426,206,4.9만,[RT] 1월 디페/아이소 현장수령+통판폼현장 1/6 21:07 ~ 1/8 21:07통판 1/6 21:07 ~ 1/11 21:07디페/아이소 선입금 현장수령/통판폼입니다!자세한 것은 링크 참조해주세요G.O.는 따로 DM 주세요 :)디페https://witchform.com/payform/?uuid=IDTW4URYUJ…아이소더 보기,
